Agent,Market,Difference,Strategy Wins (%)
0.5941698533086192,0.6871444823663289,-0.0929746290577097,
0.6921601322179426,1.509066784608626,-0.8169066523906835,
0.7889281906926401,0.2991256327657541,0.489802557926886,
0.7535255232382935,1.2099911582670266,-0.45646563502873316,
0.4052757768933203,1.9046538024972204,-1.4993780256039,
0.5674382790104803,0.6079279279279295,-0.04048964891744922,
0.6202086982671956,1.4305621736053484,-0.8103534753381528,
0.6040623692359656,0.6925000000000047,-0.0884376307640391,
0.7190804579133305,1.722217462085513,-1.0031370041721825,
0.9655003253136019,1.5358844409012384,-0.5703841155876366,
0.8411642776968029,0.9755253799792412,-0.13436110228243825,
1.2873635141726785,1.5864714086471783,-0.2991078944744998,
1.9950502564407813,0.9792703150912088,1.0157799413495725,
0.6031377565798638,1.9523118159481732,-1.3491740593683095,
0.5998756485647055,1.5622222222221975,-0.962346573657492,
0.4856517736543621,2.19618299186085,-1.710531218206488,
0.5319598505512516,0.6025378632828636,-0.07057801273161202,
1.0172167664720144,0.6932075471697943,0.32400921930222015,
0.9699966797064054,2.6200326619488785,-1.650035982242473,
1.2418184243414774,1.4195736040609366,-0.1777551797194592,
0.6279520202939971,3.7620396600567245,-3.1340876397627273,
1.3645441443367055,0.7604925767038372,0.6040515676328683,
0.5314550831715055,2.1592741935483724,-1.6278191103768669,
0.733800304060774,0.8281822943949059,-0.09438199033413186,
1.5743163714289015,1.4463802390092273,0.12793613241967416,
0.3400140789906649,1.1400975738396992,-0.8000834948490343,
0.6741638283534938,1.2792596624931993,-0.6050958341397056,
1.0351991702980181,1.6334439785697532,-0.5982448082717351,
0.6528488362512632,1.1842857142857177,-0.5314368780344545,
0.4856842565972119,1.1827651515150943,-0.6970808949178824,
1.3025182243308469,1.048860682985492,0.2536575413453548,
0.7734900052797361,2.645177165354335,-1.871687160074599,
0.936977923373658,1.5279610600324343,-0.5909831366587762,
0.7795168036030401,2.114580874986122,-1.3350640713830817,
0.36264554578508534,2.2539013074651884,-1.8912557616801031,
1.231550678136934,0.40886651824606796,0.8226841598908661,
1.208385004740101,2.551401869158881,-1.34301686441878,
0.8181921907142429,0.8346948515295136,-0.016502660815270742,
0.7813329857301798,1.607196493330193,-0.8258635076000131,
0.7777611376313741,1.9080272741360058,-1.1302661365046318,
1.2487604045137966,1.8695652173912882,-0.6208048128774917,
0.8563614215261,1.5700712589073385,-0.7137098373812385,
0.8891318501920312,1.5443164747120905,-0.6551846245200593,
1.4495756169381468,0.6787628178186704,0.7708127991194764,
0.25442030961035844,0.34240700218817405,-0.0879866925778156,
0.7084243552823172,1.5571929824561235,-0.8487686271738063,
1.0509285684990668,0.9049008421023153,0.14602772639675154,
0.660254208505834,1.2486568008294854,-0.5884025923236513,
0.7844976451424939,0.5784641068447249,0.20603353829776894,
0.8575171274019616,1.139047806041937,-0.2815306786399753,
1.6792854234648378,0.7918175235336856,0.8874678999311522,
0.6547491055816211,1.3838070356327619,-0.7290579300511407,
0.6312431420606921,0.6222252339759157,0.009017908084776427,
1.1642666488244553,1.191680432012451,-0.0274137831879957,
0.5805953806767932,0.5104589966323929,0.07013638404440026,
0.5477085999258507,0.6989002065584944,-0.15119160663264364,
0.6729516754437805,1.5762804323582709,-0.9033287569144903,
0.9846031658316139,1.3795484728751837,-0.3949453070435698,
1.4183764437383206,1.2372224492844743,0.18115399445384628,
1.104528958789426,1.7756049275711334,-0.6710759687817074,
0.8270760694648659,0.3605618002126939,0.466514269252172,
0.736959792515302,1.5234915977411567,-0.7865318052258548,
1.5361541299245938,2.5012753552776044,-0.9651212253530106,
0.8717126482129584,0.9650297646852881,-0.09331711647232976,
1.2708670516746603,1.2388712183341295,0.0319958333405308,
0.7716096203989238,1.3373983739836799,-0.5657887535847561,
0.7517584843886185,0.7261566727910364,0.025601811597582125,
0.28139307166059513,0.539823008849551,-0.2584299371889559,
0.7181382525700785,1.0459461955569667,-0.3278079429868882,
